Age Range,Gender,Location,Language,Interest,Device Type,Online Purchase Behavior,Ad Engagement (Clicks/Views),Time Spent on Platform (mins),Page Likes,Ad Impressions,Recent Ad Interaction,Ad Placement,Ad Format,Lookalike Score
45-54,Female,Texas,French,Gaming,Desktop,Occasional,27,4.8,13,30,Clicked,Stories,Carousel,0.3
18-24,Female,New York,Chinese,Technology,Tablet,Rare,25,51.4,17,43,Clicked,Feed,Video,0.64
55+,Male,Texas,Chinese,Gaming,Mobile,Occasional,95,6.7,10,1,Clicked,Feed,Carousel,0.36
25-34,Male,Florida,Spanish,Gaming,Mobile,Rare,93,62.4,7,34,Clicked,Feed,Video,0.5
25-34,Female,Illinois,Chinese,Food,Tablet,Occasional,66,17.6,16,48,Ignored,Stories,Image,0.6
18-24,Female,Florida,Spanish,Technology,Tablet,Frequent,26,17.3,10,38,Ignored,Messenger,Carousel,0.61
45-54,Female,New York,Hindi,Gaming,Mobile,Occasional,70,20.2,5,36,Ignored,Messenger,Carousel,0.33
25-34,Non-binary,New York,Hindi,Travel,Mobile,Rare,64,44.6,11,43,Ignored,Messenger,Video,0.18
55+,Male,California,English,Technology,Tablet,Frequent,84,40.5,13,12,Clicked,Messenger,Image,0.17
18-24,Non-binary,Illinois,French,Travel,Tablet,Rare,35,20.4,9,11,Ignored,Stories,Carousel,0.3
25-34,Female,California,Spanish,Fitness,Desktop,Frequent,22,29.9,14,47,Ignored,Feed,Carousel,0.18
18-24,Male,Texas,Hindi,Gaming,Tablet,Occasional,48,77.2,13,42,Viewed,Messenger,Video,0.51
45-54,Male,Texas,Chinese,Fitness,Desktop,Rare,85,45,6,36,Clicked,Stories,Image,0.4
55+,Female,New York,English,Gaming,Desktop,Rare,6,24.3,6,19,Ignored,Feed,Image,0.63
45-54,Non-binary,New York,French,Travel,Desktop,Frequent,12,5.6,10,29,Viewed,Messenger,Carousel,0.87
25-34,Male,Texas,French,Travel,Tablet,Frequent,8,13.9,16,38,Ignored,Feed,Carousel,0.33
35-44,Male,Illinois,Spanish,Gaming,Desktop,Occasional,84,32.3,9,29,Viewed,Stories,Image,0.38
35-44,Female,Illinois,French,Food,Desktop,Frequent,8,100.6,14,35,Ignored,Messenger,Video,0.12
45-54,Male,Illinois,Hindi,Technology,Tablet,Frequent,6,37.5,9,38,Ignored,Stories,Carousel,0.15
55+,Non-binary,Illinois,French,Technology,Mobile,Occasional,86,4.5,5,25,Viewed,Messenger,Video,1
45-54,Female,New York,Hindi,Technology,Tablet,Frequent,76,100.1,14,46,Ignored,Stories,Image,0.98
55+,Male,Illinois,Spanish,Fitness,Desktop,Occasional,94,7.4,8,10,Clicked,Messenger,Image,0.98
55+,Female,California,English,Fitness,Desktop,Frequent,40,35.3,11,41,Viewed,Feed,Video,0.27
25-34,Non-binary,Texas,Spanish,Travel,Desktop,Occasional,67,38.1,12,3,Ignored,Feed,Carousel,0.39
45-54,Female,Texas,English,Travel,Desktop,Occasional,27,1.7,10,18,Ignored,Messenger,Carousel,0.76
35-44,Male,Florida,Spanish,Gaming,Mobile,Occasional,82,10.2,9,13,Viewed,Stories,Carousel,0.85
45-54,Non-binary,Illinois,Chinese,Technology,Mobile,Occasional,58,14.6,4,48,Clicked,Messenger,Carousel,0.04
18-24,Non-binary,Texas,Hindi,Technology,Desktop,Occasional,32,4,12,39,Ignored,Stories,Carousel,0.23
35-44,Male,Florida,French,Travel,Desktop,Rare,8,16.7,11,10,Ignored,Stories,Video,0.07
25-34,Non-binary,Florida,Spanish,Food,Desktop,Occasional,44,10.4,12,5,Clicked,Messenger,Carousel,0.86
45-54,Male,Florida,English,Travel,Mobile,Rare,59,110.9,10,43,Ignored,Feed,Image,0.37
35-44,Non-binary,Florida,Chinese,Food,Desktop,Occasional,65,140.7,13,41,Viewed,Stories,Carousel,0.21
45-54,Male,Illinois,English,Technology,Mobile,Frequent,81,0.3,9,9,Clicked,Feed,Image,0.46
45-54,Non-binary,Florida,Hindi,Fitness,Desktop,Occasional,70,12,9,32,Ignored,Stories,Image,0.86
25-34,Female,Illinois,French,Fitness,Mobile,Frequent,53,6.5,6,10,Ignored,Stories,Image,0.2
35-44,Non-binary,New York,Chinese,Food,Desktop,Frequent,52,0.7,12,22,Clicked,Feed,Video,0.27
45-54,Non-binary,Illinois,Chinese,Technology,Desktop,Occasional,71,2.1,13,37,Ignored,Messenger,Video,0.68
45-54,Non-binary,Texas,French,Gaming,Mobile,Frequent,26,21.7,7,28,Clicked,Messenger,Carousel,0.47
55+,Female,Illinois,Hindi,Travel,Desktop,Frequent,31,6.4,7,2,Clicked,Messenger,Video,0.31
45-54,Male,Texas,Spanish,Fitness,Tablet,Frequent,72,47.4,5,47,Ignored,Messenger,Carousel,0.36
18-24,Male,New York,English,Food,Tablet,Frequent,83,31.4,7,25,Viewed,Feed,Carousel,0.43
55+,Female,Illinois,English,Technology,Desktop,Frequent,17,111.3,10,15,Clicked,Messenger,Carousel,0.58
55+,Female,New York,French,Gaming,Tablet,Rare,15,9.1,9,22,Ignored,Feed,Video,0.51
45-54,Male,Texas,Chinese,Fitness,Desktop,Frequent,93,30.8,6,35,Ignored,Feed,Image,0.21
55+,Female,Texas,French,Food,Desktop,Frequent,67,18.8,8,7,Ignored,Messenger,Video,0.95
25-34,Male,Florida,Hindi,Gaming,Tablet,Occasional,51,48.5,11,28,Ignored,Messenger,Video,0.69
45-54,Male,Texas,Spanish,Travel,Mobile,Occasional,8,3.3,16,18,Viewed,Messenger,Image,0.92
25-34,Non-binary,Florida,Spanish,Fitness,Desktop,Occasional,69,21.2,20,42,Ignored,Stories,Image,0.45
18-24,Male,New York,French,Technology,Tablet,Occasional,37,6.1,8,1,Ignored,Stories,Image,0.56
18-24,Non-binary,Illinois,English,Gaming,Desktop,Frequent,19,22,8,39,Clicked,Stories,Carousel,0.05
35-44,Non-binary,California,French,Gaming,Mobile,Occasional,60,9.7,7,6,Ignored,Stories,Image,0.55
25-34,Male,Florida,Hindi,Fitness,Mobile,Rare,98,36.3,6,23,Viewed,Stories,Video,0.44
25-34,Male,California,Hindi,Food,Tablet,Frequent,40,45.8,11,42,Viewed,Stories,Video,0.7
18-24,Female,California,French,Technology,Tablet,Frequent,99,17.3,9,14,Ignored,Feed,Carousel,0.3
25-34,Female,California,French,Travel,Desktop,Rare,38,32,11,14,Clicked,Messenger,Carousel,0.63
25-34,Non-binary,New York,French,Travel,Tablet,Occasional,85,27.6,10,12,Clicked,Feed,Video,0.62
25-34,Male,California,French,Food,Tablet,Frequent,28,1.9,8,2,Clicked,Stories,Carousel,0.49
45-54,Non-binary,California,French,Gaming,Tablet,Occasional,35,133.7,6,49,Clicked,Messenger,Carousel,0.33
45-54,Non-binary,Texas,English,Technology,Tablet,Occasional,0,14.2,7,25,Viewed,Stories,Carousel,0.53
35-44,Female,California,Spanish,Fitness,Tablet,Rare,16,16.5,12,9,Clicked,Messenger,Video,0.67
25-34,Non-binary,New York,Chinese,Technology,Mobile,Occasional,44,41.4,10,2,Ignored,Messenger,Image,0.89
45-54,Female,Florida,English,Food,Desktop,Frequent,41,28.4,8,37,Ignored,Stories,Image,0.77
45-54,Male,Florida,Chinese,Food,Tablet,Frequent,6,7.7,16,45,Clicked,Messenger,Image,0.88
55+,Female,Florida,Spanish,Fitness,Desktop,Frequent,22,15.2,9,43,Ignored,Feed,Image,0.43
55+,Male,Texas,French,Technology,Desktop,Frequent,92,5.1,7,32,Clicked,Feed,Carousel,0.21
35-44,Male,Florida,English,Food,Desktop,Frequent,74,46.8,11,39,Viewed,Messenger,Video,0.37
18-24,Male,New York,Hindi,Gaming,Desktop,Occasional,55,20.5,6,47,Clicked,Stories,Image,0.12
18-24,Female,Illinois,French,Technology,Desktop,Rare,43,1.4,14,15,Ignored,Stories,Video,0.9
25-34,Non-binary,New York,Hindi,Fitness,Tablet,Rare,20,13.2,7,24,Ignored,Feed,Carousel,0.56
55+,Male,Texas,Chinese,Fitness,Tablet,Occasional,4,41.8,7,25,Viewed,Messenger,Carousel,0.58
18-24,Non-binary,Illinois,French,Travel,Desktop,Occasional,61,29.7,9,32,Ignored,Feed,Image,0.81
35-44,Female,Texas,Chinese,Travel,Mobile,Rare,29,68,11,18,Viewed,Feed,Image,0.42
18-24,Non-binary,California,Hindi,Food,Mobile,Frequent,86,18.8,13,37,Clicked,Messenger,Image,0.58
55+,Non-binary,Florida,Hindi,Fitness,Desktop,Occasional,41,32.1,10,34,Clicked,Stories,Video,0.94
45-54,Female,New York,French,Technology,Mobile,Occasional,24,47.8,13,27,Ignored,Stories,Video,0.58
55+,Male,Illinois,English,Technology,Desktop,Rare,97,10,7,27,Ignored,Stories,Video,0.21
25-34,Female,Florida,Chinese,Travel,Desktop,Rare,78,59.4,9,20,Clicked,Stories,Video,0.85
35-44,Female,California,Hindi,Gaming,Mobile,Frequent,27,1.3,15,5,Ignored,Stories,Video,0.91
45-54,Female,New York,Hindi,Travel,Mobile,Occasional,22,45.6,11,35,Clicked,Stories,Image,0.71
55+,Female,New York,Spanish,Technology,Tablet,Frequent,73,69.2,10,25,Clicked,Messenger,Carousel,0.05
18-24,Female,Texas,Hindi,Fitness,Desktop,Rare,84,2.5,5,6,Ignored,Stories,Video,0.96
55+,Male,Illinois,Hindi,Travel,Mobile,Occasional,5,26.1,8,27,Viewed,Stories,Carousel,0.07
18-24,Male,Florida,Spanish,Food,Desktop,Frequent,59,30.4,10,18,Clicked,Messenger,Carousel,0.01
25-34,Male,Illinois,Chinese,Technology,Mobile,Occasional,37,11.2,13,20,Ignored,Messenger,Carousel,0.5
55+,Male,Texas,Spanish,Gaming,Desktop,Rare,72,35.9,8,12,Ignored,Feed,Video,0.88
55+,Non-binary,Florida,Hindi,Gaming,Tablet,Frequent,46,4.7,13,43,Clicked,Feed,Video,0.19
45-54,Male,Florida,Hindi,Gaming,Desktop,Occasional,38,56.9,11,42,Ignored,Messenger,Video,0.04
18-24,Non-binary,Texas,French,Travel,Mobile,Frequent,22,0.3,5,12,Viewed,Messenger,Video,0.81
55+,Female,California,Chinese,Technology,Tablet,Occasional,66,3.9,15,24,Clicked,Stories,Carousel,0.25
45-54,Male,California,French,Travel,Mobile,Rare,50,26.2,17,3,Clicked,Messenger,Carousel,0.07
35-44,Male,Illinois,French,Gaming,Tablet,Rare,82,31,10,23,Viewed,Feed,Video,0.3
18-24,Female,California,French,Food,Mobile,Occasional,28,28.7,7,49,Clicked,Feed,Video,0.65
25-34,Male,Illinois,French,Technology,Tablet,Rare,70,24,10,35,Ignored,Stories,Image,0.75
18-24,Male,New York,Spanish,Travel,Tablet,Frequent,31,22.6,12,31,Viewed,Feed,Image,0.11
45-54,Male,Florida,English,Food,Mobile,Rare,20,54.9,3,1,Ignored,Stories,Carousel,0.52
18-24,Female,California,English,Fitness,Mobile,Frequent,72,19.2,5,34,Viewed,Stories,Video,0.86
18-24,Male,California,Chinese,Food,Mobile,Frequent,21,1.1,14,16,Ignored,Stories,Video,0.46
55+,Female,Illinois,Spanish,Fitness,Desktop,Frequent,10,12.5,10,21,Ignored,Stories,Image,0.36
35-44,Male,Illinois,English,Travel,Tablet,Frequent,75,7.7,10,15,Viewed,Stories,Video,0.32
25-34,Male,Florida,English,Travel,Mobile,Frequent,37,7,5,42,Viewed,Messenger,Image,0.47
55+,Female,Florida,Spanish,Food,Mobile,Occasional,61,1.1,14,41,Clicked,Stories,Carousel,0.63
25-34,Non-binary,Illinois,Spanish,Gaming,Tablet,Rare,0,85.1,11,43,Ignored,Feed,Carousel,0.15
35-44,Female,California,Spanish,Technology,Tablet,Rare,86,122.9,9,22,Viewed,Feed,Image,0.59
25-34,Female,Illinois,English,Gaming,Desktop,Frequent,86,10.8,10,3,Viewed,Stories,Video,0.83
35-44,Non-binary,Illinois,Hindi,Fitness,Tablet,Frequent,16,120.1,10,33,Viewed,Stories,Video,0.33
55+,Male,New York,French,Technology,Desktop,Occasional,68,2.6,5,29,Ignored,Feed,Video,0.52
35-44,Female,Illinois,French,Gaming,Tablet,Occasional,80,26.1,9,41,Viewed,Stories,Video,0.74
25-34,Female,Illinois,French,Food,Tablet,Rare,6,48.2,12,7,Clicked,Stories,Video,0.87
25-34,Female,New York,English,Fitness,Tablet,Frequent,86,37,14,1,Viewed,Feed,Carousel,0.85
18-24,Male,Texas,Spanish,Fitness,Mobile,Rare,5,4.1,6,1,Clicked,Stories,Video,0.84
45-54,Female,Texas,French,Technology,Mobile,Frequent,38,25.7,9,12,Clicked,Messenger,Carousel,0.85
35-44,Female,New York,French,Gaming,Desktop,Frequent,63,36,6,13,Clicked,Feed,Carousel,0.68
35-44,Non-binary,New York,Spanish,Travel,Tablet,Frequent,90,0.8,7,43,Clicked,Stories,Image,0.53
55+,Non-binary,Florida,French,Fitness,Tablet,Frequent,33,1.1,11,2,Ignored,Stories,Image,0.65
45-54,Male,New York,Spanish,Technology,Mobile,Occasional,2,2.3,15,17,Viewed,Stories,Video,0.83
35-44,Non-binary,Florida,Chinese,Travel,Desktop,Frequent,32,65.8,9,1,Clicked,Messenger,Image,0.56
35-44,Male,Illinois,French,Fitness,Desktop,Occasional,47,49.6,6,49,Clicked,Messenger,Video,1
25-34,Female,Florida,French,Travel,Mobile,Frequent,57,50.1,9,8,Ignored,Messenger,Video,0.48
45-54,Non-binary,California,Spanish,Fitness,Mobile,Occasional,12,19,14,47,Clicked,Stories,Carousel,0.51
55+,Male,Illinois,Chinese,Fitness,Desktop,Occasional,58,82.7,8,27,Viewed,Stories,Video,0.64
55+,Female,California,Spanish,Gaming,Mobile,Frequent,90,95.4,8,43,Clicked,Feed,Carousel,0.85
25-34,Non-binary,Illinois,Chinese,Fitness,Desktop,Frequent,41,33,7,14,Clicked,Messenger,Carousel,0.68
35-44,Non-binary,Florida,Spanish,Food,Mobile,Occasional,91,35.9,10,31,Ignored,Stories,Video,0.62
45-54,Male,Illinois,Chinese,Food,Desktop,Frequent,48,62.8,13,19,Ignored,Stories,Image,0.72
55+,Male,Texas,Spanish,Gaming,Tablet,Frequent,0,22.8,5,38,Clicked,Feed,Image,0.94
18-24,Female,New York,Chinese,Gaming,Desktop,Frequent,71,23.9,10,18,Clicked,Stories,Carousel,0.98
25-34,Male,California,English,Technology,Tablet,Rare,58,10.9,10,39,Viewed,Messenger,Video,0.49
45-54,Male,California,Spanish,Fitness,Desktop,Occasional,48,50.5,12,5,Clicked,Messenger,Carousel,0.68
55+,Male,New York,French,Gaming,Tablet,Rare,21,41.7,15,1,Viewed,Messenger,Carousel,0.66
55+,Non-binary,Texas,Chinese,Technology,Tablet,Occasional,72,176.1,8,18,Ignored,Stories,Carousel,0.82
18-24,Male,Illinois,French,Travel,Mobile,Rare,28,78.4,3,23,Clicked,Feed,Carousel,0.81
55+,Female,Illinois,English,Food,Desktop,Frequent,33,12.5,11,4,Clicked,Feed,Image,0.55
45-54,Non-binary,California,French,Fitness,Desktop,Frequent,6,40.9,13,9,Clicked,Stories,Carousel,0.55
18-24,Female,New York,French,Fitness,Mobile,Frequent,39,8.7,10,12,Viewed,Messenger,Carousel,0.58
25-34,Female,Illinois,Spanish,Fitness,Tablet,Frequent,97,28.5,13,20,Ignored,Feed,Carousel,0.58
55+,Male,California,French,Travel,Tablet,Rare,38,97.5,15,19,Ignored,Stories,Carousel,0.63
25-34,Female,Illinois,Spanish,Technology,Tablet,Occasional,99,37.8,7,18,Clicked,Messenger,Image,0.96
45-54,Non-binary,Florida,Hindi,Technology,Mobile,Occasional,15,90.5,7,16,Ignored,Stories,Video,0.26
35-44,Non-binary,New York,Hindi,Fitness,Tablet,Occasional,46,36.3,14,25,Ignored,Messenger,Image,0.7
25-34,Female,New York,French,Travel,Tablet,Frequent,92,0.5,9,31,Ignored,Feed,Video,0.12
35-44,Male,Texas,French,Travel,Tablet,Rare,66,37.6,5,2,Viewed,Stories,Carousel,0.91
18-24,Male,Florida,Chinese,Fitness,Tablet,Frequent,6,36.6,9,7,Ignored,Stories,Image,0.76
55+,Male,Illinois,Spanish,Fitness,Tablet,Frequent,30,38.3,8,36,Viewed,Feed,Video,0.93
55+,Non-binary,Florida,English,Food,Desktop,Occasional,62,31.8,10,7,Clicked,Messenger,Image,0.92
55+,Non-binary,Florida,French,Travel,Tablet,Frequent,43,14.4,9,40,Clicked,Stories,Image,0.84
25-34,Non-binary,Florida,Chinese,Fitness,Tablet,Frequent,8,3.5,11,15,Clicked,Stories,Image,0.56
25-34,Non-binary,Illinois,Chinese,Fitness,Mobile,Occasional,25,32,4,44,Viewed,Feed,Video,0.22
55+,Non-binary,Illinois,French,Fitness,Desktop,Frequent,26,24.1,12,14,Clicked,Stories,Image,0.18
45-54,Non-binary,Illinois,Chinese,Fitness,Tablet,Rare,7,4.1,7,48,Viewed,Stories,Video,0.81
18-24,Non-binary,Florida,English,Travel,Mobile,Occasional,81,21,7,3,Viewed,Stories,Video,0.5
35-44,Male,New York,French,Food,Mobile,Rare,28,2.7,13,48,Viewed,Stories,Image,0.79
25-34,Non-binary,New York,Spanish,Gaming,Desktop,Occasional,59,13.5,16,11,Viewed,Messenger,Carousel,0.56
55+,Non-binary,Florida,English,Technology,Mobile,Occasional,98,20.7,9,38,Clicked,Feed,Image,0.86
45-54,Non-binary,Illinois,French,Fitness,Tablet,Frequent,30,30.9,13,9,Clicked,Feed,Carousel,0.94
35-44,Non-binary,Illinois,Chinese,Fitness,Mobile,Occasional,69,48.2,7,42,Clicked,Feed,Image,0.2
35-44,Female,Illinois,French,Fitness,Desktop,Frequent,7,2.9,15,13,Ignored,Feed,Image,0.53
25-34,Non-binary,California,English,Gaming,Mobile,Rare,94,52.7,12,3,Ignored,Feed,Video,0.46
55+,Non-binary,New York,Hindi,Technology,Desktop,Occasional,97,16.8,12,30,Clicked,Messenger,Video,0.75
45-54,Female,Florida,Chinese,Food,Desktop,Occasional,61,15.6,10,20,Ignored,Feed,Carousel,0.61
55+,Non-binary,Texas,Chinese,Food,Tablet,Occasional,96,29.1,11,23,Clicked,Stories,Video,0.73
35-44,Female,Florida,Chinese,Gaming,Desktop,Frequent,2,72.5,9,34,Viewed,Feed,Carousel,0.85
45-54,Female,California,French,Travel,Tablet,Occasional,2,0,11,43,Viewed,Stories,Video,0.98
55+,Female,New York,Spanish,Travel,Mobile,Rare,0,48.3,5,21,Clicked,Feed,Image,0.74
45-54,Female,Illinois,English,Technology,Tablet,Occasional,83,9.5,8,31,Viewed,Messenger,Video,0.37
35-44,Female,New York,Chinese,Gaming,Desktop,Rare,81,18.5,9,41,Ignored,Stories,Video,0.76
45-54,Non-binary,New York,Chinese,Technology,Desktop,Occasional,48,36.6,5,22,Clicked,Messenger,Image,0.39
55+,Female,New York,French,Travel,Tablet,Frequent,73,17.3,9,36,Ignored,Messenger,Carousel,0.84
55+,Non-binary,California,English,Fitness,Desktop,Occasional,2,55.7,15,15,Viewed,Stories,Image,0.92
45-54,Male,Florida,Hindi,Travel,Tablet,Frequent,51,60.8,11,8,Viewed,Feed,Carousel,0.06
55+,Female,Illinois,Spanish,Travel,Desktop,Occasional,87,8.9,18,1,Viewed,Messenger,Video,0.11
35-44,Non-binary,California,Spanish,Food,Mobile,Frequent,77,45.7,6,48,Clicked,Messenger,Image,0.59
18-24,Non-binary,Texas,Chinese,Fitness,Tablet,Occasional,87,24.1,7,27,Ignored,Feed,Carousel,0.07
55+,Female,New York,English,Fitness,Tablet,Occasional,77,7.3,12,36,Clicked,Stories,Video,0.62
45-54,Female,Texas,Spanish,Technology,Mobile,Frequent,75,32.5,8,4,Ignored,Stories,Image,0.24
18-24,Male,Florida,English,Gaming,Mobile,Rare,17,5.7,13,27,Clicked,Stories,Carousel,0.07
45-54,Female,New York,Hindi,Gaming,Tablet,Rare,70,70,12,31,Viewed,Messenger,Carousel,0.67
18-24,Female,California,English,Food,Tablet,Frequent,11,50.1,13,27,Clicked,Stories,Image,0.47
18-24,Female,New York,Spanish,Technology,Desktop,Frequent,61,13.6,16,2,Viewed,Messenger,Video,0.81
18-24,Male,New York,Chinese,Technology,Tablet,Frequent,35,30.3,11,22,Viewed,Feed,Image,0.06
45-54,Non-binary,California,Spanish,Technology,Tablet,Rare,44,12.3,13,1,Viewed,Messenger,Video,0.52
35-44,Male,New York,French,Gaming,Tablet,Frequent,58,13.9,4,41,Viewed,Stories,Image,0.45
35-44,Non-binary,Texas,English,Fitness,Desktop,Occasional,49,19.7,15,41,Ignored,Feed,Image,0.49
45-54,Non-binary,California,English,Gaming,Tablet,Occasional,22,22.1,10,24,Ignored,Feed,Image,0.14
55+,Female,Illinois,English,Travel,Tablet,Occasional,1,15.9,10,39,Clicked,Messenger,Carousel,0.35
35-44,Male,Illinois,French,Technology,Desktop,Frequent,94,15.4,13,18,Viewed,Feed,Carousel,0.53
55+,Male,Florida,Hindi,Fitness,Tablet,Rare,57,52,12,19,Ignored,Messenger,Carousel,0.61
55+,Female,California,French,Gaming,Desktop,Rare,54,34.9,11,48,Ignored,Messenger,Image,0.66
18-24,Non-binary,California,Hindi,Technology,Tablet,Rare,64,17.7,8,12,Ignored,Messenger,Carousel,0.71
25-34,Female,California,French,Fitness,Desktop,Rare,29,2.4,15,18,Viewed,Messenger,Image,0.77
55+,Female,Texas,French,Technology,Mobile,Frequent,89,4.4,10,23,Ignored,Stories,Video,0.13
45-54,Male,Florida,Hindi,Fitness,Mobile,Frequent,74,14.1,10,5,Ignored,Messenger,Video,0.2
55+,Non-binary,Texas,Hindi,Food,Desktop,Occasional,95,42,12,23,Clicked,Messenger,Image,0.33
35-44,Female,Florida,French,Travel,Tablet,Frequent,11,95.2,9,17,Viewed,Feed,Video,0.29
25-34,Female,Illinois,Hindi,Food,Tablet,Frequent,79,7.4,9,11,Clicked,Messenger,Carousel,0.41
18-24,Male,California,Chinese,Gaming,Mobile,Occasional,45,9.3,7,48,Ignored,Messenger,Video,0.39
35-44,Female,Florida,Hindi,Gaming,Tablet,Rare,55,19.1,17,49,Clicked,Messenger,Carousel,0.75
18-24,Non-binary,New York,English,Travel,Tablet,Occasional,76,3.5,9,29,Clicked,Feed,Video,0.01
18-24,Male,New York,English,Fitness,Mobile,Frequent,27,6.9,9,27,Clicked,Messenger,Carousel,0.7
35-44,Non-binary,California,Chinese,Technology,Mobile,Frequent,64,58.9,10,11,Ignored,Feed,Video,0.14
55+,Female,New York,English,Food,Mobile,Frequent,66,11.4,16,18,Clicked,Feed,Carousel,0.71
18-24,Non-binary,New York,French,Technology,Mobile,Occasional,46,68.8,12,19,Ignored,Stories,Carousel,0.35
18-24,Male,New York,French,Fitness,Desktop,Occasional,75,1.3,11,5,Clicked,Stories,Carousel,0.4
55+,Non-binary,Texas,Hindi,Technology,Tablet,Frequent,91,0,12,17,Ignored,Feed,Carousel,0.08
25-34,Non-binary,California,English,Fitness,Tablet,Occasional,86,30.7,16,27,Clicked,Messenger,Image,0.82
35-44,Non-binary,Illinois,French,Gaming,Tablet,Occasional,3,7.5,8,28,Viewed,Feed,Video,0.47
25-34,Non-binary,Illinois,French,Travel,Desktop,Frequent,70,23.1,12,3,Viewed,Stories,Video,0.86
25-34,Male,California,Spanish,Travel,Desktop,Frequent,93,12.8,15,39,Clicked,Stories,Carousel,0.42
45-54,Female,New York,Spanish,Gaming,Mobile,Frequent,50,16.9,7,12,Viewed,Feed,Image,0.68
55+,Male,Illinois,French,Gaming,Desktop,Occasional,58,22.1,8,40,Clicked,Stories,Video,0.66
25-34,Non-binary,New York,French,Food,Tablet,Occasional,97,16.9,11,45,Clicked,Feed,Image,0
55+,Non-binary,Texas,English,Gaming,Mobile,Occasional,53,12.2,6,42,Viewed,Stories,Carousel,0.08
55+,Female,Florida,Chinese,Fitness,Tablet,Frequent,69,3.2,10,35,Viewed,Messenger,Video,0.81
55+,Non-binary,Florida,Spanish,Technology,Tablet,Frequent,63,0.8,13,37,Clicked,Messenger,Video,0.69
18-24,Non-binary,Texas,Chinese,Gaming,Desktop,Frequent,83,8.6,11,13,Clicked,Stories,Carousel,0.32
55+,Non-binary,Texas,Spanish,Gaming,Mobile,Frequent,47,77.7,5,42,Ignored,Stories,Video,0.71
25-34,Non-binary,Florida,Spanish,Technology,Tablet,Frequent,33,77.2,9,48,Viewed,Stories,Video,0.51
55+,Non-binary,Texas,Spanish,Travel,Mobile,Occasional,76,19.5,5,24,Ignored,Stories,Carousel,0.13
45-54,Male,Illinois,Spanish,Food,Mobile,Occasional,88,37.7,13,36,Viewed,Messenger,Carousel,0.51
55+,Female,Illinois,Hindi,Technology,Tablet,Occasional,54,15.6,11,34,Clicked,Stories,Video,0.85
18-24,Non-binary,Illinois,Spanish,Fitness,Mobile,Occasional,54,16.9,8,49,Clicked,Feed,Carousel,0.51
55+,Male,New York,Chinese,Technology,Mobile,Occasional,44,20.1,10,2,Clicked,Messenger,Carousel,1
55+,Female,Florida,French,Gaming,Tablet,Occasional,74,0.2,11,34,Clicked,Feed,Image,0.19
35-44,Non-binary,New York,French,Food,Tablet,Occasional,47,7.9,9,5,Ignored,Messenger,Carousel,0.85
45-54,Female,New York,French,Technology,Desktop,Occasional,45,12,9,15,Ignored,Messenger,Video,0.22
18-24,Non-binary,Florida,French,Food,Mobile,Occasional,67,67.3,12,31,Clicked,Feed,Image,0.1
18-24,Non-binary,New York,Spanish,Travel,Desktop,Occasional,80,15.8,12,48,Viewed,Messenger,Video,0.05
45-54,Female,New York,Spanish,Food,Mobile,Rare,55,10.2,12,12,Viewed,Stories,Image,0.72
18-24,Female,California,Chinese,Food,Tablet,Occasional,86,17.3,12,25,Clicked,Feed,Carousel,0.07
18-24,Female,Illinois,Hindi,Travel,Mobile,Frequent,5,4.1,10,12,Ignored,Feed,Image,0.98
